iter	RMSE
2925	0.4025709618
2926	0.4024790483
2927	0.402438319
2928	0.402372041
2929	0.4023286915
2930	0.4022569899
2931	0.4021860418
2932	0.4021349639
2933	0.4020784797
2934	0.402003466
2935	0.4019715438
2936	0.4019157293
2937	0.4018589967
2938	0.401803716
2939	0.4017410013
2940	0.4016834349
2941	0.4016371005
2942	0.4015730174
2943	0.401519843
2944	0.4014485451
2945	0.4014019283
2946	0.4013579169
2947	0.4012762494
2948	0.4012134657
2949	0.4011531142
2950	0.401097569
2951	0.4010409826
2952	0.4009682616
2953	0.400906568
2954	0.4008725096
2955	0.400844443
2956	0.4008382461
2957	0.4007461233
2958	0.4007031582
2959	0.4006278686
2960	0.4005941769
2961	0.4005580839
2962	0.4004919251
2963	0.400451844
2964	0.4003769544
2965	0.4003150136
2966	0.40024509
2967	0.4001639189
2968	0.4001145532
2969	0.4000580364
2970	0.3999771517
2971	0.3999132403
2972	0.3998502031
2973	0.3998022687
2974	0.3997453294
2975	0.3996788298
2976	0.3996262056
2977	0.399583621
2978	0.3995155843
2979	0.3994590271
2980	0.399386601
2981	0.3993375245
2982	0.3993348431
2983	0.3992782683
2984	0.399222565
2985	0.3991729721
2986	0.3991243696
2987	0.3990890385
2988	0.3990297281
2989	0.3989293615
2990	0.3988958061
2991	0.3988303038
2992	0.3987754784
2993	0.3986800899
2994	0.3986193633
2995	0.3985574023
2996	0.3985054867
2997	0.3984446124
2998	0.3983921033
2999	0.3983618564
